round,player_id,name,positions,price,score,break_even
7,505828,Hayze Perham,6,250000,11,
7,100013780,Heamasi Makasini,5/6,345000,11,15
7,100006657,Heath Mason,6,250000,,
7,100001946,Heilum Luki,3,635000,35,10
7,508300,Herbie Farnworth,5,806000,109,41
7,507815,Hohepa Puru,2,244000,,24
7,504074,Hudson Young,3,726000,70,38
7,100013692,Hugo Peel,6,230000,,
7,509599,Hugo Savala,4,411000,38,41
7,500534,Isaah Yeo,2,719000,67,49
7,100006093,Isaiah Iongi,6,544000,,40
7,505976,Isaiah Papali'i,2/3,626000,67,63
7,100006258,Isaiya Katoa,4,628000,59,58
7,509467,Izack Tago,5,466000,47,
7,507648,J'maine Hopgood,2,560000,,70
7,100007515,Jack Bostock,6,406000,,
7,502695,Jack Cogger,4,269000,4,64
7,500619,Jack De Belin,2,549000,26,71
7,500170,Jack Gosiewski,3,319000,39,38
7,503336,Jack Hetherington,2,249000,12,19
7,100004865,Jack Howarth,5,451000,27,33
7,100009111,Jack Underhill,2,230000,,
7,500339,Jack Wighton,4/5,384000,12,35
7,502363,Jack Williams,2/3,633000,53,46
7,505423,Jackson Ford,2,742000,83,34
7,509494,Jackson Shereb,3,230000,,
7,100011655,Jacob Halangahu,3,343000,9,31
7,100004133,Jacob Kiraz,5/6,553000,26,81
7,100012134,Jacob Laban,3,371000,19,19
7,503449,Jacob Liddle,1,432000,,43
7,507878,Jacob Preston,3,700000,44,59
7,503523,Jacob Saifiti,2,564000,33,28
7,504301,Jaeman Salmon,2,420000,23,27
7,100012669,Jahream Bula,6,545000,37,9
7,500826,Jahrome Hughes,4,663000,71,45
7,505987,Jaiyden Hunt,2,265000,,
7,505643,Jake Averillo,5,605000,67,12
7,505894,Jake Clifford,4,692000,31,9
7,508629,Jake Simpkin,1,477000,29,48
7,500751,Jake Trbojevic,2,405000,32,36
7,501280,Jake Turpin,1,247000,,34
7,501175,Jamal Fogarty,4,649000,73,40
7,502014,Jamayne Isaako,6,590000,29,14
7,502580,James Fisher-Harris,2,602000,57,62
7,100007619,James Schiller,6,421000,,
7,500663,James Tedesco,6,637000,97,62
7,100006585,Jamie Humphreys,4,490000,42,45
7,504121,Jarome Luai,4,529000,29,24
7,507670,Jason Saab,6,279000,15,35
7,500301,Jason Taumalolo,2,484000,42,17
7,100008940,Jaxon Purdue,4/5,552000,36,18
7,500150,Jayden Berrell,1,250000,,
7,502016,Jayden Brailey,1,259000,6,34
7,100001622,Jayden Campbell,4,837000,35,31
7,507928,Jayden Sullivan,4,230000,12,39
7,503528,Jaydn Su'A,3,691000,32,51
7,100006861,Jaylan De Groot,6,250000,15,
7,100012912,Jed Stuart,6,286000,13,32
7,505684,Jensen Taumoepeau,6,230000,,
7,100013303,Jeral Skelton,6,418000,,26
7,100006109,Jeremiah Nanai,3,453000,,
7,502511,Jeremy Marshall-King,1,620000,,
7,100008236,Jermaine McEwen,3,503000,33,3
7,505889,Jesse Arthars,6,410000,14,0
7,100004272,Jesse Colquhoun,2,511000,,14
7,502072,Jesse Ramien,5,482000,,66
7,100004407,Joash Papalii,6,246000,20,31
7,505701,Jock Madden,4,504000,9,-23
7,100008216,Joe Chan,3,562000,44,34
7,100006817,Joe Roddy,3,251000,,18
7,100011351,Joey Walsh,4,250000,,
7,100008220,Jojo Fifita,5/6,510000,36,-6
7,509524,Jonah Pezet,4,343000,,28
7,100011328,Jonathan Sua,6,230000,21,
7,100001736,Jordan Riki,3,687000,46,9
7,509558,Jordan Samrani,5,295000,,29
7,500555,Joseph Tapine,2,622000,51,33
7,501351,Josh Addo-Carr,6,449000,30,16
7,504712,Josh Curran,2/3,412000,6,92
7,100006630,Josh Feledy,5,269000,,32
7,503533,Josh Kerr,3,346000,29,33
7,501247,Josh King,2,486000,38,47
7,500973,Josh Papalii,2,390000,9,55
7,100010891,Josh Patston,3,250000,27,
7,505142,Josh Rogers,4,256000,45,12
7,100006683,Josiah Karapani,6,406000,27,35
7,500687,Junior Paulo,2,481000,39,49
7,100009148,Jye Gray,6,499000,,47
7,508649,KL Iro,5,531000,,36
7,100011297,Kade Reed,4,230000,,
7,507846,Kaeo Weekes,6,532000,29,9
7,506555,Kai O'Donnell,3,320000,19,7
7,100008107,Kai Pearce-Paul,3,779000,51,37
7,100012039,Kaiden Lahrs,2,243000,,23
7,504144,Kalani Going,2,230000,14,29
7,504870,Kalyn Ponga,6,649000,,34
7,100009209,Keano Kini,6,599000,43,24
7,504174,Keaon Koloamatangi,2,627000,33,62
7,506628,Kelma Tuilagi,3,606000,,39
7,507965,Kitione Kautoga,3,571000,,25
7,100010109,Klese Haas,2/3,423000,25,20
7,506567,Kobe Hetherington,2,467000,27,28
7,500265,Kodi Nikorima,4,435000,20,38
7,508009,Kotoni Staggs,5,591000,37,22
7,100007811,Kulikefu Finefeuiaki,3,662000,66,17
7,500992,Kurt Capewell,3/5,442000,40,20
7,100005899,Kurt Donoghoe,1/2,517000,,74
7,500601,Kurt Mann,2,373000,22,37
7,505648,Kurtis Morrin,2,299000,45,18
7,504363,Kyle Flanagan,4,395000,51,65
7,100007336,Lachlan Galvin,4,611000,57,43
7,506446,Lachlan Hubner,2,382000,13,49
7,505564,Lachlan Ilias,4,383000,27,39
7,502502,Latrell Mitchell,6/5,775000,104,54
7,510485,Latrell Siegwalt,6,230000,,
7,100006631,Latu Fainu,4,302000,12,52
7,100011191,Lehi Hopoate,6,456000,63,29
7,100013674,Leka Halasima,3,478000,37,62
7,100007572,Leo Thompson,2,610000,26,
7,100009673,Lewis Symonds,3,230000,,
7,100007929,Liam Henry,2,513000,,
7,504125,Liam Martin,3,440000,,47
7,100004077,Liam Sutton,4,230000,,
7,501781,Lindsay Collins,2,446000,22,48
7,505555,Lindsay Smith,2,514000,32,52
7,507945,Lipoi Hopoi,2,262000,,36
7,100014137,Loko Pasifiki Tonga,2,350000,22,
7,505676,Luca Moretti,2,332000,37,38
7,500459,Luciano Leilua,3,605000,56,-5
7,500646,Luke Brooks,4,442000,52,27
7,501271,Luke Garner,3,453000,31,64
7,100006264,Luke Hanson,4,252000,,0
7,100011335,Luke Laulilii,6,354000,,2
7,504296,Luke Metcalf,4,581000,,85
7,505633,Luke Sommerton,1,242000,,25
7,100012312,Lyhkan King-Togia,4,378000,,55
7,509560,Manaia Waitere,5,291000,23,13
7,502522,Marata Niukore,2/3,366000,,23
7,502487,Marcelo Montoya,6,409000,17,44
7,100018452,Mark Nawaqanitawase,6,587000,49,41
7,504298,Mat Croker,2,525000,26,27
7,507925,Mathew Feagai,6,335000,44,75
7,509397,Matt Burton,4,651000,54,27
7,505631,Matt Doorey,3,253000,,28
7,500448,Matthew Dufty,6,350000,60,
7,500600,Matthew Lodge,2,319000,18,33
7,509757,Matthew Timoko,5,530000,50,61
7,507814,Mavrik Geyer,3,300000,,
7,504666,Mawene Hiroti,5/6,491000,,43
7,507924,Max Feagai,5,384000,,40
7,504397,Max King,2,603000,,50
7,100002172,Max Plath,2/1,518000,62,44
7,505414,Mitch Kenny,1,454000,12,31
7,501267,Mitchell Barnett,2,548000,44,60
7,500485,Mitchell Moses,4,570000,68,44
7,510488,Moala Graham-Taufa,5,240000,,26
7,506278,Moeaki Fotuaika,2,455000,22,46
7,100008673,Morgan Gannon,3,409000,,64
7,505736,Morgan Knowles,2,509000,7,53
7,100006166,Morgan Smithies,2,469000,29,28
7,100018554,Moses Leo,6/5,319000,,56
7,501461,Moses Leota,2,458000,36,26
7,504101,Moses Suli,5,485000,,31
7,508443,Murray Taulagi,6,503000,,39
7,503639,Nat Butcher,2/3,524000,58,59
7,500647,Nathan Brown,2,298000,,51
7,504120,Nathan Cleary,4,893000,93,82
7,100006390,Naufahu Whyte,2,598000,28,43
7,502490,Nicholas Hynes,4,766000,,52
7,505537,Nick Meaney,5/6,389000,38,62
7,100006323,Noah Martin,3,617000,32,20
7,100010604,Oliver Pascoe,1,275000,23,-7
7,504460,Oregon Kaufusi,2,373000,,26
7,510366,Oryn Keeley,3,380000,,26
7,100009202,Owen Pattie,1,250000,,
7,504079,Pasami Saulo,2,301000,22,15
7,506603,Patrick Carrigan,2,719000,,37
7,504007,Patrick Herbert,5,284000,30,-9
7,100004042,Paul Alamoti,5/6,455000,25,35
7,100006112,Paul Bryan,2,230000,,35
7,504300,Payne Haas,2,840000,24,73
7,508307,Peter Hola,2,250000,4,
7,507833,Peter Mamouzelos,1,462000,7,50
7,505918,Phillip Sami,5/6,445000,35,6
7,504597,Phoenix Crossland,1,564000,39,21
7,100006928,Preston Conn,3,230000,,30
7,503964,Ray Stone,2,352000,30,45
7,503944,Reece Robson,1,583000,43,35
7,510216,Reece Walsh,6,669000,,25
7,505460,Reed Mahoney,1,431000,,67
7,504374,Reuben Cotter,2,507000,45,33
7,503443,Reuben Garrick,5/6,491000,29,16
7,100008243,Robert Toia,5,572000,33,36
7,500005,Roger Tuivasa-Sheck,6,402000,51,41
7,100000365,Ronald Volkman,4,261000,39,9
7,506086,Ronaldo Mulitalo,6,514000,,
7,500136,Royce Hunt,2,270000,18,7
7,100008396,Ryan Couchman,3,433000,,-36
7,100003898,Ryley Smith,1,414000,13,42
7,100008234,Salesi Foketi,2/3,272000,5,36
7,504065,Sam McIntyre,2/3,455000,14,61
7,100006424,Sam Tuivaiti,2,312000,,22
7,504462,Sam Verrills,1,492000,23,61
7,100004843,Sam Walker,4,501000,53,31
7,509563,Samuel Healey,1,244000,28,37
7,508408,Samuel Hughes,2,317000,36,44
7,509559,Samuel Stonestreet,6,395000,,35
7,510577,Samuela Fainu,3,656000,52,40
7,509579,Sandon Smith,4,483000,38,5
7,100013751,Savelio Tamale,6,487000,,31
7,100006431,Saxon Pryke,2,230000,39,
7,504087,Scott Drinkwater,6,654000,37,-6
7,500852,Scott Sorensen,2/3,368000,32,37
7,504265,Sean Keppie,2,322000,39,41
7,504842,Sean O'Sullivan,4,309000,,45
7,509762,Sean Russell,5/6,401000,,42
7,504148,Sebastian Kris,5,348000,47,32
7,100004649,Selwyn Cobbo,6,439000,58,37
7,510696,Setu Tu,6,351000,42,-18
7,504788,Shawn Blore,3,547000,14,
7,100014118,Sialetili Faeamani,6,327000,53,11
7,100000129,Simi Sasagi,3/5,602000,73,14
7,100011203,Simione Laiafi,2,230000,,21
7,509297,Sione Fainu,2,364000,36,23
7,503922,Sione Katoa,6,502000,,56
7,504175,Siosifa Talakai,3/5,299000,,11
7,501179,Siosiua Taukeiaho,2,431000,19,59
7,505361,Sitili Tupouniua,2/3,466000,26,13
7,100004373,Siua Wong,3,622000,62,21
7,100011324,Siulagi Tuimalatu-Brown,6,230000,,62
7,509567,Solome Saukuru,3,230000,,
7,502756,Soni Luke,1,285000,34,8
7,505560,Spencer Leniu,2,381000,23,46
7,509281,Starford To'a,5,490000,,
7,505628,Stefano Utoikamanu,2,646000,43,46
7,508062,Stephen Crichton,5,495000,,51
7,100006297,Sualauvi Faalogo,6,635000,55,53
7,509455,Sunia Turuva,6,495000,50,5
7,508254,Taine Tuaupiki,6,486000,,28
7,509529,Tallis Duncan,3,553000,51,33
7,100006658,Tallyn Da Silva,1,267000,33,8
7,506460,Tanah Boyd,4,757000,57,45
7,504251,Taniela Paseka,2,515000,60,39
7,100013671,Tanner Stowers-Smith,2,355000,,18
7,507807,Taylan May,5,564000,35,82
7,501293,Te Maire Martin,4,250000,,
7,507615,Teig Wilton,3,482000,,46
7,508065,Terrell May,2,847000,83,66
7,100017017,Tevita Naufahu,6,450000,,
7,503450,Tevita Tatola,2,484000,31,36
7,509527,Thomas Cant,3,320000,,54
7,100007888,Thomas Duffy,4,302000,,-24
7,504315,Thomas Flegler,2,461000,37,46
7,100006510,Thomas Fletcher,3,230000,,35
7,510238,Thomas Hazelton,2,432000,,24
7,100007927,Thomas Jenkins,6,724000,49,13
7,504377,Thomas Mikaele,2,374000,37,7
7,506513,Tino Fa'asuamaleaui,2,501000,52,47
7,100011308,Toby Couchman,2/3,627000,81,54
7,504326,Toby Rudolf,2,369000,,3
7,509634,Tolutau Koula,5,588000,61,57
7,100004781,Tom Chester,6/5,489000,46,-15
7,506424,Tom Dearden,4,645000,50,19
7,506156,Tom Gilbert,2,520000,61,25
7,504072,Tom Starling,1,464000,38,49
7,501505,Tom Trbojevic,6,667000,6,49
7,509635,Toni Mataele,3,250000,15,
7,100004168,Tony Sukkar,3,276000,,
7,508480,Trai Fuller,6,507000,,75
7,100001560,Trent Loiero,2,613000,53,47
7,508341,Trent Toelau,4,250000,,
7,507915,Trey Mooney,2,547000,54,38
7,504376,Tristan Hope,1,242000,,24
7,500901,Tui Kamikamica,2,282000,,17
7,510935,Tukimihia Simpkins,2,257000,,19
7,507680,Tyran Wishart,4,317000,7,45
7,509484,Tyrell Sloan,6,374000,14,11
7,500622,Tyson Frizell,2,487000,,32
7,508479,Tyson Gamble,4,418000,,17
7,100009160,Va'a Semu,2,230000,,
7,500845,Valentine Holmes,5,539000,15,55
7,503920,Victor Radley,2/3,494000,42,39
7,500408,Viliame Kikau,3,600000,52,72
7,504123,Wayde Egan,1,520000,28,28
7,507922,Will Penisini,5,442000,54,13
7,100010997,Will Warbrick,6,507000,43,43
7,100006651,William Craig,6,230000,,
7,504279,William Kennedy,6,461000,,22
7,100006754,Wilson De Courcey,5,230000,,42
7,510220,Xavier Savage,6,427000,,29
7,100004833,Xavier Willison,2/3,451000,83,25
7,505985,Zac Hosking,3,521000,39,47
7,510612,Zac Laybutt,5,344000,26,33
7,500889,Zach Dockar-Clay,1,347000,,
7,100011050,Zane Harrison,4,230000,,
8,506259,AJ Brimson,4/6,389000,,58
8,100007651,Adam Christensen,3,230000,,25
8,505811,Adam Doueihi,4,717000,93,34
8,500128,Adam Elliott,2,538000,,
8,508026,Adam Pompey,5,333000,,43
8,500086,Adam Reynolds,4,549000,57,24
8,500449,Addin Fonua-Blake,2,586000,51,50
8,100007566,Alec MacDonald,2,356000,30,16
8,500108,Alex Johnston,6,569000,46,13
8,504609,Alex Seyfarth,2/3,300000,12,61
8,502532,Alex Twal,2,774000,93,23
8,100006296,Ali Leiataua,5,421000,31,-5
8,100001619,Alofiana Khan-Pereira,6,402000,45,23
8,503240,Angus Crichton,3,563000,39,43
8,100009124,Angus Hinchey,3,230000,,30
8,100019558,Antonio Verhoeven,5/6,230000,,28
8,100020440,Apa Twidle,4,260000,,-7
8,500109,Apisai Koroisau,1,609000,34,11
8,100009453,Arama Hau,3,610000,,-10
8,100006539,Araz Nanva,5,257000,,1
8,100006239,Ashton Ward,4,381000,,45
8,100004109,Ata Mariota,2,326000,37,19
8,100010528,Ativalu Lisati,3,427000,,-42
8,508071,Aublix Tawha,2,322000,,54
8,505864,Bailey Hayward,1/2,440000,22,14
8,504411,Bailey Simonsson,6,458000,,22
8,506314,Beau Fermor,3,587000,,53
8,500257,Ben Hunt,4,402000,,50
8,504573,Ben Talty,2,367000,57,-21
8,507850,Ben Trbojevic,3,637000,70,20
8,100007527,Benaiah Ioelu,1,342000,,22
8,505413,Billy Burns,3,475000,37,21
8,100008487,Billy Phillips,3,300000,30,13
8,509128,Billy Smith,5,410000,,38
8,100006848,Blaize Talagi,4,428000,45,39
8,503440,Blake Lawrie,2,376000,16,19
8,100009156,Blake Mozer,1,238000,,27
8,100006533,Blake Steep,2/3,375000,,48
8,506375,Blake Wilson,6,250000,,
8,504274,Blayke Brailey,1,734000,71,37
8,100002660,Brad Schneider,4,317000,,38
8,500213,Braden Hamlin-Uele,2,297000,,41
8,506682,Bradman Best,5,509000,,54
8,506040,Braidon Burns,6,580000,34,46
8,503419,Brandon Smith,1/2,330000,12,0
8,504307,Brandon Wakeham,4/1,260000,60,31
8,504321,Braydon Trindall,4,537000,17,24
8,510228,Brendan Piakura,3,306000,19,23
8,506618,Brent Woolf,1,230000,,20
8,500872,Brian Kelly,5,490000,65,39
8,505410,Brian To'o,6,376000,81,62
8,507062,Briton Nikora,3,515000,14,52
8,500168,Bronson Garlick,1,274000,35,41
8,504714,Bronson Xerri,5,458000,14,10
8,501744,Bunty Afoa,2,280000,,
8,100008787,Cameron Bukowski,1,230000,,24
8,500180,Cameron McInnes,2,647000,20,
8,501459,Cameron Munster,4,586000,36,72
8,504176,Cameron Murray,2,665000,35,62
8,504294,Campbell Graham,5/6,441000,48,41
8,100011678,Casey McLean,5,542000,50,16
8,506851,Chanel Harris-Tavita,4,441000,42,40
8,100006434,Charlie Guymer,3,378000,26,31
8,501559,Charnze Nicoll-Klokstad,6,470000,,44
8,100007297,Chevy Stewart,6,250000,,
8,100001349,Chris Randall,1/2,488000,,31
8,100003194,Christian Tuipulotu,6,365000,,57
8,100000346,Clayton Faulalo,6,366000,48,21
8,500729,Clinton Gutherson,6,379000,,51
8,100011256,Cody Hopwood,2,248000,13,15
8,509404,Cody Ramsey,6,250000,,
8,500611,Cody Walker,4,428000,33,15
8,500405,Coen Hess,2,425000,34,17
8,507949,Connelly Lemuelu,3,601000,63,31
8,502015,Connor Tracey,6,490000,15,65
8,503327,Connor Watson,1/2,535000,13,28
8,100014512,Cooper Bai,2,383000,,-16
8,100013815,Cooper Clarke,2,360000,41,4
8,506018,Corey Horsburgh,2,563000,44,50
8,500406,Corey Jensen,2,474000,,22
8,503341,Corey Waddell,2/3,400000,5,15
8,506492,Cory Paix,1,418000,46,11
8,507645,Daine Laurie,6,453000,39,
8,500532,Dallin Watene-Zelezniak,6,438000,17,3
8,500024,Daly Cherry-Evans,4,643000,33,34
8,501600,Damien Cook,1,642000,49,44
8,500043,Dane Gagai,5,611000,17,5
8,100004700,Daniel Atkinson,4,478000,43,52
8,500002,Daniel Tupou,6,448000,37,26
8,100015592,David Fale,5,265000,,7
8,506482,David Fifita,3,519000,,26
8,509444,Davvy Moale,2,286000,19,46
8,100007650,Deine Mariner,6,392000,45,17
8,100013336,Demitric Vaimauga,3,396000,38,13
8,100008071,Dominic Young,6,533000,36,40
8,505626,Dylan Brown,4,494000,96,31
8,503340,Dylan Edwards,6,618000,92,61
8,100006243,Dylan Egan,3,616000,,
8,505582,Dylan Lucas,3,702000,,60
8,500083,Dylan Walker,2,464000,8,20
8,100015584,Eddie Ieremia-Toeava,3,350000,,
8,509842,Edward Kosi,6,300000,,
8,504678,Egan Butcher,3,400000,,52
8,100014185,Elijah Salesa-Leaumoana,3,250000,11,
8,504426,Emre Guler,2,475000,39,37
8,504372,Enari Tuala,6/5,550000,,9
8,503685,Erin Clark,2,630000,66,51
8,506153,Ethan Bullemor,2,464000,26,36
8,100003925,Ethan Sanders,4,505000,43,30
8,100006524,Ethan Strange,4,584000,11,11
8,500441,Euan Aitken,3/5,600000,53,55
8,100004534,Ezra Mam,4,480000,47,24
8,100006826,Faaletino Tavana,6,246000,,7
8,500598,Felise Kaufusi,2,317000,21,35
8,504006,Fetalaiga Pauga,5/6,374000,,24
8,100008414,Fletcher Hunt,6,499000,8,-6
8,100006482,Fletcher Sharpe,4,551000,19,76
8,100004194,Fonua Pole,2,392000,38,28
8,100013721,Francis Manuleleua,3,245000,28,0
8,500264,Francis Molo,2,397000,33,40
8,504830,Freddy Lussick,1,319000,33,-5
8,504371,Gehamat Shibasaki,5,339000,27,36
8,507987,Grant Anderson,6,371000,,54
8,504325,Greg Marzhew,6,436000,,48
8,100004869,Griffin Neame,2,332000,27,37
8,501290,Hame Sele,2,358000,,14
8,100006241,Hamish Stewart,2,616000,54,9
8,100001936,Hamiso Tabuai-Fidow,6,661000,29,44
8,505612,Harrison Edwards,2,421000,,54
8,506220,Harrison Graham,1,352000,34,10
8,505904,Harry Grant,1,630000,56,59
8,100006687,Harry Hayes,2,511000,21,41
8,508033,Haumole Olakau'atu,3,665000,70,31
8,100011291,Hayden Buchanan,5,334000,,38
8,505828,Hayze Perham,6,239000,30,26
8,100013780,Heamasi Makasini,5/6,327000,,34
8,100006657,Heath Mason,6,250000,,
8,100001946,Heilum Luki,3,639000,69,31
8,508300,Herbie Farnworth,5,864000,56,21
8,507815,Hohepa Puru,2,244000,,24
8,504074,Hudson Young,3,745000,,47
8,100013692,Hugo Peel,6,230000,,
8,509599,Hugo Savala,4,412000,27,35
8,500534,Isaah Yeo,2,725000,65,49
8,100006093,Isaiah Iongi,6,544000,,40
8,505976,Isaiah Papali'i,2/3,627000,39,42
8,100006258,Isaiya Katoa,4,627000,34,44
8,509467,Izack Tago,5,474000,40,26
8,507648,J'maine Hopgood,2,560000,,70
8,100007515,Jack Bostock,6,406000,,
8,502695,Jack Cogger,4,230000,15,61
8,500619,Jack De Belin,2,504000,37,70
8,500170,Jack Gosiewski,3,319000,58,23
8,503336,Jack Hetherington,2,239000,,24
8,100004865,Jack Howarth,5,436000,36,52
8,100009111,Jack Underhill,2,230000,,
8,500339,Jack Wighton,4/5,359000,32,48
8,502363,Jack Williams,2/3,636000,36,48
8,505423,Jackson Ford,2,772000,87,44
8,509494,Jackson Shereb,3,230000,,
8,100011655,Jacob Halangahu,3,318000,4,42
8,100004133,Jacob Kiraz,5/6,514000,,57
8,100012134,Jacob Laban,3,354000,10,32
8,503449,Jacob Liddle,1,432000,,43
8,507878,Jacob Preston,3,690000,42,66
8,503523,Jacob Saifiti,2,553000,30,29
8,504301,Jaeman Salmon,2,414000,52,28
8,100012669,Jahream Bula,6,564000,22,10
8,500826,Jahrome Hughes,4,666000,37,48
8,505987,Jaiyden Hunt,2,265000,13,
8,505643,Jake Averillo,5,639000,22,5
8,505894,Jake Clifford,4,687000,53,26
8,508629,Jake Simpkin,1,465000,23,39
8,500751,Jake Trbojevic,2,396000,45,38
8,501280,Jake Turpin,1,247000,35,34
8,501175,Jamal Fogarty,4,678000,78,27
8,502014,Jamayne Isaako,6,594000,55,10
8,502580,James Fisher-Harris,2,592000,50,56
8,100007619,James Schiller,6,421000,19,
8,500663,James Tedesco,6,678000,70,23
8,100006585,Jamie Humphreys,4,487000,28,39
8,504121,Jarome Luai,4,520000,54,33
8,507670,Jason Saab,6,265000,28,35
8,500301,Jason Taumalolo,2,497000,33,23
8,100008940,Jaxon Purdue,4/5,547000,28,43
8,500150,Jayden Berrell,1,250000,,
8,502016,Jayden Brailey,1,230000,22,40
8,100001622,Jayden Campbell,4,818000,,67
8,507928,Jayden Sullivan,4,230000,17,43
8,503528,Jaydn Su'A,3,653000,,81
8,100006861,Jaylan De Groot,6,244000,,23
8,100012912,Jed Stuart,6,266000,29,36
8,505684,Jensen Taumoepeau,6,230000,,
8,100013303,Jeral Skelton,6,418000,,26
8,100006109,Jeremiah Nanai,3,453000,30,
8,502511,Jeremy Marshall-King,1,620000,,
8,100008236,Jermaine McEwen,3,519000,40,9
8,505889,Jesse Arthars,6,411000,,17
8,100004272,Jesse Colquhoun,2,511000,35,14
8,502072,Jesse Ramien,5,482000,,66
8,100004407,Joash Papalii,6,248000,41,12
8,505701,Jock Madden,4,507000,,8
8,100008216,Joe Chan,3,540000,32,65
8,100006817,Joe Roddy,3,251000,24,18
8,100011351,Joey Walsh,4,250000,,
8,100008220,Jojo Fifita,5/6,540000,,-3
8,509524,Jonah Pezet,4,343000,,28
8,100011328,Jonathan Sua,6,232000,36,15
8,100001736,Jordan Riki,3,695000,62,44
8,509558,Jordan Samrani,5,295000,,29
8,500555,Joseph Tapine,2,632000,54,30
8,501351,Josh Addo-Carr,6,450000,17,26
8,504712,Josh Curran,2/3,341000,,90
8,100006630,Josh Feledy,5,269000,,32
8,503533,Josh Kerr,3,342000,10,27
8,501247,Josh King,2,481000,37,39
8,500973,Josh Papalii,2,350000,,43
8,100010891,Josh Patston,3,256000,,12
8,505142,Josh Rogers,4,288000,22,-6
8,100006683,Josiah Karapani,6,405000,43,29
8,500687,Junior Paulo,2,469000,38,46
8,100009148,Jye Gray,6,499000,,47
8,508649,KL Iro,5,531000,68,36
8,100011297,Kade Reed,4,230000,6,
8,507846,Kaeo Weekes,6,530000,42,37
8,506555,Kai O'Donnell,3,321000,,24
8,100008107,Kai Pearce-Paul,3,778000,30,38
8,100012039,Kaiden Lahrs,2,243000,,23
8,504144,Kalani Going,2,230000,,33
8,504870,Kalyn Ponga,6,649000,,34
8,100009209,Keano Kini,6,614000,,36
8,504174,Keaon Koloamatangi,2,596000,41,64
8,506628,Kelma Tuilagi,3,606000,,39
8,507965,Kitione Kautoga,3,571000,,25
8,100010109,Klese Haas,2/3,417000,,34
8,506567,Kobe Hetherington,2,464000,30,15
8,500265,Kodi Nikorima,4,414000,,33
8,508009,Kotoni Staggs,5,585000,41,31
8,100007811,Kulikefu Finefeuiaki,3,686000,49,24
8,500992,Kurt Capewell,3/5,457000,41,17
8,100005899,Kurt Donoghoe,1/2,517000,,74
8,500601,Kurt Mann,2,356000,41,31
8,505648,Kurtis Morrin,2,319000,,11
8,504363,Kyle Flanagan,4,395000,,40
8,100007336,Lachlan Galvin,4,627000,56,22
8,506446,Lachlan Hubner,2,354000,48,50
8,505564,Lachlan Ilias,4,382000,,20
8,502502,Latrell Mitchell,6/5,822000,87,24
8,510485,Latrell Siegwalt,6,230000,,
8,100006631,Latu Fainu,4,268000,,50
8,100011191,Lehi Hopoate,6,494000,62,-8
8,100013674,Leka Halasima,3,455000,23,57
8,100007572,Leo Thompson,2,583000,47,64
8,100009673,Lewis Symonds,3,230000,17,
8,100007929,Liam Henry,2,513000,,
8,504125,Liam Martin,3,440000,,47
8,100004077,Liam Sutton,4,230000,,
8,501781,Lindsay Collins,2,419000,23,50
8,505555,Lindsay Smith,2,492000,24,52
8,507945,Lipoi Hopoi,2,262000,,36
8,100014137,Loko Pasifiki Tonga,2,342000,32,31
8,505676,Luca Moretti,2,334000,67,27
8,500459,Luciano Leilua,3,646000,34,11
8,500646,Luke Brooks,4,455000,31,31
8,501271,Luke Garner,3,432000,34,48
8,100006264,Luke Hanson,4,252000,,0
8,100011335,Luke Laulilii,6,354000,42,2
8,504296,Luke Metcalf,4,581000,,85
8,505633,Luke Sommerton,1,242000,,25
8,100012312,Lyhkan King-Togia,4,378000,,55
8,509560,Manaia Waitere,5,291000,22,12
8,502522,Marata Niukore,2/3,366000,,23
8,502487,Marcelo Montoya,6,372000,14,48
8,100018452,Mark Nawaqanitawase,6,591000,51,37
8,504298,Mat Croker,2,506000,45,47
8,507925,Mathew Feagai,6,322000,7,52
8,509397,Matt Burton,4,649000,44,46
8,505631,Matt Doorey,3,253000,,28
8,500448,Matthew Dufty,6,382000,66,-1
8,500600,Matthew Lodge,2,300000,34,31
8,509757,Matthew Timoko,5,519000,33,49
8,507814,Mavrik Geyer,3,300000,,
8,504666,Mawene Hiroti,5/6,491000,28,43
8,507924,Max Feagai,5,384000,,40
8,504397,Max King,2,603000,,50
8,100002172,Max Plath,2/1,538000,56,29
8,505414,Mitch Kenny,1,429000,,50
8,501267,Mitchell Barnett,2,531000,28,53
8,500485,Mitchell Moses,4,580000,55,48
8,510488,Moala Graham-Taufa,5,240000,,26
8,506278,Moeaki Fotuaika,2,433000,,46
8,100008673,Morgan Gannon,3,409000,,64
8,505736,Morgan Knowles,2,463000,,60
8,100006166,Morgan Smithies,2,466000,42,34
8,100018554,Moses Leo,6/5,319000,,56
8,501461,Moses Leota,2,454000,60,38
8,504101,Moses Suli,5,485000,27,31
8,508443,Murray Taulagi,6,503000,60,39
8,503639,Nat Butcher,2/3,532000,29,38
8,500647,Nathan Brown,2,298000,,51
8,504120,Nathan Cleary,4,900000,85,52
8,100006390,Naufahu Whyte,2,579000,25,41
8,502490,Nicholas Hynes,4,766000,63,52
8,505537,Nick Meaney,5/6,381000,21,44
8,100006323,Noah Martin,3,611000,23,37
8,100010604,Oliver Pascoe,1,298000,,0
8,504460,Oregon Kaufusi,2,373000,28,26
8,510366,Oryn Keeley,3,380000,,26
8,100009202,Owen Pattie,1,250000,,
8,504079,Pasami Saulo,2,302000,32,9
8,506603,Patrick Carrigan,2,719000,,37
